budget_mode,question_id,question,gold_answer,selected_method,workflow_id,utility_total,em,f1_proxy
medium,dev_455,"Which film has the director who was born later, The Daughter Of Rosie O'Grady or The Whistle (Film)?",Daughter of Rosie O'Grady,bandit_router,W3,0.0665,0.0,0.0
medium,dev_509,Which country the director of film West 32Nd is from?,U.S.A.,bandit_router,W6,-0.006,0.0,0.0
medium,dev_145,"Which film whose director is younger, Joe Palooka In Fighting Mad or Figaro-Ci, Figaro-Là?","Figaro-ci, Figaro-là",bandit_router,W1,1.2273,1.0,1.0
medium,dev_594,"Which film has the director born first, 84 Charing Cross Road (Film) or Emperor'S Ball?",Emperor'S Ball,bandit_router,W3,-0.0008,0.0,0.0
medium,dev_44,Where was the husband of Caterina Visconti born?,Pavia,bandit_router,W6,-0.0243,0.0,0.0
medium,dev_434,"Which film has the director who died later, The Death Kiss or Her Luck In London?",Her Luck In London,bandit_router,W1,-0.0053,0.0,0.0
medium,dev_2,"When did John V, Prince Of Anhalt-Zerbst's father die?",12 June 1516,bandit_router,W2,-0.0079,0.0,0.0
medium,dev_399,Who is the spouse of the director of film West Of Shanghai?,Maureen O'Sullivan,bandit_router,W2,0.022,0.0,0.0
medium,dev_474,"Who is Albert Iv, Prince Of Anhalt-Köthen's paternal grandfather?","Albert II, Prince of Anhalt-Zerbst",bandit_router,W3,0.0008,0.0,0.0
medium,dev_569,What is the place of birth of the director of film Encino Man?,Albuquerque,bandit_router,W6,0.3666,0.0,0.3333
medium,dev_75,"Do both films, Dial M For Murder and Marius (1931 Film), have the directors who are from the same country?",yes,bandit_router,W3,-0.0055,0.0,0.0
medium,dev_134,What is the place of birth of Zhanna Nemtsova's father?,Sochi,bandit_router,W6,0.0033,0.0,0.0
medium,dev_375,Who is the paternal grandfather of George De Salis?,"Jerome, 4th Count de Salis-Soglio",bandit_router,W2,0.1704,0.0,0.1
medium,dev_199,Who is the paternal grandmother of Archduchess Dolores Of Austria?,Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899),bandit_router,W2,0.0325,0.0,0.0
medium,dev_545,"Which film has the director who is older, King Of The Zombies or Mon Oncle Benjamin?",King of the Zombies,bandit_router,W3,0.0319,0.0,0.0
medium,dev_241,"Which film was released more recently, Gaza Ghetto or Kull The Conqueror?",Kull The Conqueror,bandit_router,W3,1.2051,1.0,1.0
medium,dev_502,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country",yes,bandit_router,W3,-0.0012,0.0,0.0
medium,dev_592,What is the place of birth of the performer of song Are You Really Mine??,Camas,bandit_router,W6,-0.0392,0.0,0.0
medium,dev_405,"Where was the performer of song Lucky Me, Lucky You born?",Abilene,bandit_router,W6,-0.0182,0.0,0.0
medium,dev_286,"Are the bands The Catheters and Dark At Dawn, from the same country?",no,bandit_router,W3,0.0588,0.0,0.0
medium,dev_580,"Which film whose director was born first, Gangster'S Boy or Torno A Vivere Da Solo?",Gangster'S Boy,bandit_router,W6,-0.0227,0.0,0.0
medium,dev_470,Where did the director of film Don Juan (1922 Film) die?,Westerland,bandit_router,W3,-0.0036,0.0,0.0
medium,dev_380,Where did Bianca Riario's father die?,Forlì,bandit_router,W3,-0.0007,0.0,0.0
medium,dev_259,"Who is the paternal grandmother of Louis, Count Of Verdun?",Gerberge of Lorraine,bandit_router,W2,0.0201,0.0,0.0
medium,dev_575,Who is Charles Xiii Of Sweden's paternal grandfather?,"Christian August of Holstein-Gottorp, Prince of Eutin",bandit_router,W2,0.0125,0.0,0.0
medium,dev_535,Who is the spouse of the director of film På Solsiden?,Otto Carlmar,bandit_router,W2,0.0339,0.0,0.0
medium,dev_183,"Who was born later, Marc De Clerck or Wiesław Perszke?",Wiesław Perszke,bandit_router,W1,1.2278,1.0,1.0
medium,dev_207,What is the place of birth of Empress Xu (Ming Dynasty)'s husband?,Nanjing,bandit_router,W6,-0.0173,0.0,0.0
medium,dev_300,"Who is younger, Nicolas Görtler or Michel De Salzmann?",Nicolas Görtler,bandit_router,W1,-0.0056,0.0,0.0
medium,dev_180,Where was the performer of song Bag Skyerne born?,Århus,bandit_router,W1,-0.0053,0.0,0.0
medium,dev_548,"Which film has the director died later, Saturday Night Out or An Italian Romance?",A Rekindled Affair,bandit_router,W1,-0.0054,0.0,0.0
medium,dev_454,Where was the place of death of the director of film Scugnizzi?,Roma,bandit_router,W6,-0.0254,0.0,0.0
medium,dev_450,"Who died first, Olaf Everson or Abdul Wahab Khan Tarzi?",Abdul Wahab Khan Tarzi,bandit_router,W1,1.2275,1.0,1.0
medium,dev_138,Where was the director of film Age-Old Friends born?,Winnipeg,bandit_router,W1,-0.0056,0.0,0.0
medium,dev_459,"Who is the paternal grandmother of Sudeley Hanbury-Tracy, 3Rd Baron Sudeley?",Henrietta Susanna Tracy,bandit_router,W2,0.0331,0.0,0.0
medium,dev_269,Who is the spouse of the performer of song Lolita (Leah Labelle Song)?,Rasual Butler,bandit_router,W2,1.1712,1.0,1.0
medium,dev_354,Who is the paternal grandmother of Edward I Of England?,Isabella of Angoulême,bandit_router,W2,0.0306,0.0,0.0
medium,dev_120,"Which school was established first, Whitehorse Manor Junior School or Sabawoon Rehabilitation Centre?",Sabawoon Rehabilitation Centre,bandit_router,W6,0.02,0.0,0.0
medium,dev_321,Who is the spouse of the performer of song Ängeln I Rummet?,Efva Attling,bandit_router,W2,0.0235,0.0,0.0
medium,dev_440,Where did the director of film The Gallant Lords Of Bois-Doré die?,"Paris, France",bandit_router,W3,0.0007,0.0,0.0
medium,dev_372,"Which film came out first, My Wife'S Lodger or Ko 2?",My Wife's Lodger,bandit_router,W2,0.0373,0.0,0.0
medium,dev_439,"Which film has the director born later, Cyclone Of The Saddle or Blind Corner?",Blind Corner,bandit_router,W1,1.2282,1.0,1.0
medium,dev_562,"Which album was released first, The Oak Ridge Boys Have Arrived or Beans And Fatback?",Beans and Fatback,bandit_router,W1,1.228,1.0,1.0
medium,dev_498,Where was the place of burial of Gjon Kastrioti Ii's father?,Lezha,bandit_router,W6,-0.0098,0.0,0.0
medium,dev_239,"Where was the father of Augustus William, Duke Of Brunswick-Bevern born?",Osterholz,bandit_router,W2,1.1796,1.0,1.0
medium,dev_364,"Which film has the director who is older, When You'Re Strange or Vzdušné Torpédo 48?",Vzdušné torpédo 48,bandit_router,W3,-0.0041,0.0,0.0
medium,dev_262,"Who lived longer, Csaba Pálinkás or Henry Scheffé?",Henry Scheffé,bandit_router,W1,-0.0056,0.0,0.0
medium,dev_142,"Who is Prince Nicolas, Duke Of Ångermanland's mother?",Prinsessan Madeleine,bandit_router,W2,0.0143,0.0,0.0
medium,dev_447,Where was the director of film High (Film) born?,Jozi,bandit_router,W1,-0.0053,0.0,0.0
medium,dev_461,"Are the movies On A Clear Day You Can See Forever (Film) and Education Of A Prince, from the same country?",no,bandit_router,W6,0.0668,0.0,0.0
medium,dev_268,"Which film was released earlier, New Jersey Drive or It Happened At The World'S Fair?",It Happened At The World'S Fair,bandit_router,W1,1.2275,1.0,1.0
medium,dev_86,Who is Maria Luisa Of Savoy's father-in-law?,Louis of Bourbon,bandit_router,W2,-0.02,0.0,0.0
medium,dev_595,Do director of film Just Married (1934 Film) and director of film The Thirteenth Commandment share the same nationality?,yes,bandit_router,W2,0.008,0.0,0.0
medium,dev_282,Where did Henry C. Lord's father graduate from?,Bowdoin College,bandit_router,W6,0.3411,0.0,0.3333
medium,dev_14,Why did Grand Duke Kirill Vladimirovich Of Russia's wife die?,embolic stroke,bandit_router,W1,-0.0057,0.0,0.0
medium,dev_129,When was the company that published American Scientist founded?,1886,bandit_router,W2,-0.0116,0.0,0.0
medium,dev_441,"Which film came out earlier, It'S Our Life! or Maximum Ride (Film)?",La vie est à nous !,bandit_router,W3,0.0064,0.0,0.0
medium,dev_30,"Which film was released more recently, Lo Zappatore or Placer Sangriento?",Placer Sangriento,bandit_router,W3,1.2263,1.0,1.0
medium,dev_301,Which country Anthemiolus's father is from?,Heraclius,bandit_router,W6,-0.0206,0.0,0.0
medium,dev_219,Where was the place of death of Suzanne Farrington's mother?,"London, England",bandit_router,W6,-0.0055,0.0,0.0
medium,dev_544,"Which film was released more recently, Bidasari or Tangled Trails?",Bidasari,bandit_router,W3,0.0343,0.0,0.0
medium,dev_72,Are both Nikolsk Airport and Svobodny Airport located in the same country?,yes,bandit_router,W6,-0.0184,0.0,0.0
medium,dev_133,What nationality is the director of film They Call It Love?,U.S.A.,bandit_router,W2,0.0262,0.0,0.0
medium,dev_191,"What is the date of death of Conan Ii, Duke Of Brittany's mother?",1080,bandit_router,W2,0.0189,0.0,0.0
medium,dev_230,Who is the maternal grandmother of Felipe De Marichalar Y Borbón?,Queen Sofía of Spain,bandit_router,W2,0.2808,0.0,0.2
medium,dev_150,"Who was born later, Gideon Johnson Pillow or Holm Jølsen?",Holm Jølsen,bandit_router,W1,1.2275,1.0,1.0
medium,dev_236,"Who is the paternal grandfather of Richard Beauchamp, 1St Earl Of Worcester?","Thomas Beauchamp, 11th Earl of Warwick",bandit_router,W2,0.0328,0.0,0.0
medium,dev_190,"Which film has the director died earlier, Lemonade Joe or Bountiful Summer?",Generous Summer,bandit_router,W3,0.0009,0.0,0.0
medium,dev_297,Where was the place of death of George Thomas Orlando Bridgeman's father?,Weston Park,bandit_router,W6,0.7483,0.0,0.6667
medium,dev_265,"What is the date of death of Joan, Countess Of Blois's mother?",2 August 1288,bandit_router,W6,0.0157,0.0,0.0
high,dev_403,"Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)?",Natürlich die Nelli,bandit_router,W3,1.2996,1.0,1.0
high,dev_168,Where was the place of death of Tamatoa Vi's father?,Huahine,bandit_router,W2,0.0272,0.0,0.0
high,dev_197,Who is Prince Franz De Paula Of Liechtenstein's paternal grandfather?,Franz Joseph I,bandit_router,W2,0.7591,0.0,0.6
high,dev_302,Where was the place of burial of the performer of song This Time (Waylon Jennings Song)?,State of Arizona,bandit_router,W2,0.0108,0.0,0.0
high,dev_186,"Which film has the director died first, Edge Of Doom or A Mother'S Secret?",A Mother'S Secret,bandit_router,W2,0.023,0.0,0.0
high,dev_349,Who is the paternal grandfather of John Ii Of Baden?,"Bernard I, Margrave of Baden-Baden",bandit_router,W2,0.0635,0.0,0.0
high,dev_367,"Which film has the director born first, Şaban, Son Of Şaban or East/West?",Şabanoğlu Şaban,bandit_router,W3,0.0244,0.0,0.0
high,dev_39,"Who was born later, D'Arcy Coulson or Thomas William Adams?",D'Arcy Coulson,bandit_router,W3,1.2002,1.0,1.0
high,dev_43,"Who is the paternal grandfather of Alexandre Berthier, 3Rd Prince Of Wagram?",Louis-Alexandre Berthier,bandit_router,W2,0.117,0.0,0.0
high,dev_216,"Are both villages, Mavrolithari and Ampelakia, Evros, located in the same country?",yes,bandit_router,W2,0.0255,0.0,0.0
high,dev_508,"Which film has the director died earlier, Dynamite Smith or A Son Of Satan?",Dynamite Smith,bandit_router,W3,0.1105,0.0,0.0
high,dev_243,When was the company that published Woman'S Century founded?,"October 27, 1893",bandit_router,W2,0.0479,0.0,0.0
high,dev_140,Where was the father of Eleonora Di Garzia Di Toledo born?,Villafranca del Bierzo,bandit_router,W2,0.0465,0.0,0.0
high,dev_383,"Which film has the director born earlier, Idols Of The Radio or Solos En La Madrugada?",Idols of the Radio,bandit_router,W3,1.2951,1.0,1.0
high,dev_557,Where was the place of death of the director of film Quatre-Vingt-Treize (Film)?,"Paris, France",bandit_router,W2,0.0275,0.0,0.0
high,dev_359,What is the date of death of the director of film Escándalo De Estrellas?,"August 7, 2004",bandit_router,W3,0.0213,0.0,0.0
high,dev_257,Where does the director of film Ghost In The Machine (Film) work at?,McGill University College of British Columbia,bandit_router,W2,0.0294,0.0,0.0
high,dev_423,Why did the performer of song Ludlow Massacre (Song) die?,Huntington’s disease,bandit_router,W3,0.025,0.0,0.0
high,dev_163,What is the place of birth of the performer of song I Wish (Gabrielle Song)?,Hackney,bandit_router,W2,0.0101,0.0,0.0
high,dev_553,Where was the mother of Louise Sophie Of Hanau-Lichtenberg born?,Strossburi,bandit_router,W2,0.0353,0.0,0.0
high,dev_455,"Which film has the director who was born later, The Daughter Of Rosie O'Grady or The Whistle (Film)?",Daughter of Rosie O'Grady,bandit_router,W3,0.1098,0.0,0.0
high,dev_509,Which country the director of film West 32Nd is from?,U.S.A.,bandit_router,W2,0.0593,0.0,0.0
